"","Gene","Size","Start","End"
"776","PA14_09790",212,253863,254074
"777","PA14_09810",239,254075,254313
"778","PA14_09820",547,254314,254860
"779","PA14_09850",487,254861,255347
"780","PA14_09870",247,255348,255594
"781","PA14_09880",133,255595,255727
"782","PA14_09890",93,255728,255820
"783","PA14_09900",462,255821,256282
"784","PA14_09910",307,256283,256589
"785","PA14_09920",132,256590,256721
"786","PA14_09930",266,256722,256987
"787","PA14_09940",187,256988,257174
"788","PA14_09950",310,257175,257484
"789","PA14_09960",142,257485,257626
"790","PA14_09970",802,257627,258428
"791","PA14_09980",280,258429,258708
"792","PA14_09990",152,258709,258860
"793","PA14_10010",554,258861,259414
"794","PA14_10020",108,259415,259522
"795","PA14_10040",569,259523,260091
"796","PA14_10050",165,260092,260256
"797","PA14_10070",328,260257,260584
"798","PA14_10080",125,260585,260709
"799","PA14_10090",303,260710,261012
"800","PA14_10110",394,261013,261406
"801","PA14_10120",309,261407,261715
"802","PA14_10130",238,261716,261953
"803","PA14_10140",343,261954,262296
"804","PA14_10160",340,262297,262636
"805","PA14_10170",302,262637,262938
"806","PA14_10180",265,262939,263203
"807","PA14_10190",262,263204,263465
"808","PA14_10200",694,263466,264159
"809","PA14_10210",435,264160,264594
"810","PA14_10220",247,264595,264841
"811","PA14_10230",363,264842,265204
"812","PA14_10240",370,265205,265574
"813","PA14_10250",339,265575,265913
"814","PA14_10260",343,265914,266256
"815","PA14_10270",346,266257,266602
"816","PA14_10280",292,266603,266894
"817","PA14_10290",625,266895,267519
"818","PA14_10300",203,267520,267722
"819","PA14_10320",296,267723,268018
"820","PA14_10330",509,268019,268527
"821","PA14_10340",719,268528,269246
"822","PA14_10350",418,269247,269664
"823","PA14_10360",99,269665,269763
"824","PA14_10370",597,269764,270360
"825","PA14_10380",99,270361,270459
"826","PA14_10400",68,270460,270527
"827","PA14_10410",97,270528,270624
"828","PA14_10420",417,270625,271041
"829","PA14_10440",418,271042,271459
"830","PA14_10470",402,271460,271861
"831","PA14_10480",140,271862,272001
"832","PA14_10490",80,272002,272081
"833","PA14_10500",568,272082,272649
"834","PA14_10530",471,272650,273120
"835","PA14_10540",593,273121,273713
"836","PA14_10550",557,273714,274270
"837","PA14_10560",162,274271,274432
"838","PA14_10570",268,274433,274700
"839","PA14_10590",267,274701,274967
"840","PA14_10600",434,274968,275401
"841","PA14_10610",130,275402,275531
"842","PA14_10620",307,275532,275838
"843","PA14_10630",534,275839,276372
"844","PA14_10640",259,276373,276631
"845","PA14_10650",219,276632,276850
"846","PA14_10660",303,276851,277153
"847","PA14_10670",268,277154,277421
"848","PA14_10680",189,277422,277610
"849","PA14_10700",728,277611,278338
"850","PA14_10710",195,278339,278533
"851","PA14_10730",461,278534,278994
"852","PA14_10740",169,278995,279163
"853","PA14_10750",396,279164,279559
"854","PA14_10770",1455,279560,281014
"855","PA14_10780",132,281015,281146
"856","PA14_10790",397,281147,281543
"857","PA14_10800",296,281544,281839
"858","PA14_10820",414,281840,282253
"859","PA14_10830",291,282254,282544
"860","PA14_10840",250,282545,282794
"861","PA14_10850",571,282795,283365
"862","PA14_10870",434,283366,283799
"863","PA14_10890",241,283800,284040
"864","PA14_10900",393,284041,284433
"865","PA14_10910",469,284434,284902
"866","PA14_10920",177,284903,285079
"867","PA14_10940",319,285080,285398
"868","PA14_10950",138,285399,285536
"869","PA14_10960",370,285537,285906
"870","PA14_10970",321,285907,286227
"871","PA14_10980",284,286228,286511
"872","PA14_10990",170,286512,286681
"873","PA14_11000",561,286682,287242
"874","PA14_11010",96,287243,287338
"875","PA14_11020",253,287339,287591
"876","PA14_11030",468,287592,288059
"877","PA14_11050",274,288060,288333
"878","PA14_11060",189,288334,288522
"879","PA14_11070",248,288523,288770
"880","PA14_11080",863,288771,289633
"881","PA14_11090",246,289634,289879
"882","PA14_11100",1018,289880,290897
"883","PA14_11110",402,290898,291299
"884","PA14_11120",214,291300,291513
"885","PA14_11130",229,291514,291742
"886","PA14_11140",1081,291743,292823
"887","PA14_11150",68,292824,292891
"888","PA14_11160",124,292892,293015
"889","PA14_11170",278,293016,293293
"890","PA14_11180",222,293294,293515
"891","PA14_11190",495,293516,294010
"892","PA14_11210",496,294011,294506
"893","PA14_11230",204,294507,294710
"894","PA14_11240",316,294711,295026
"895","PA14_11250",294,295027,295320
"896","PA14_11260",309,295321,295629
"897","PA14_11270",232,295630,295861
"898","PA14_11280",172,295862,296033
"899","PA14_11290",421,296034,296454
"900","PA14_11310",260,296455,296714
"901","PA14_11320",196,296715,296910
"902","PA14_11330",114,296911,297024
"903","PA14_11340",289,297025,297313
"904","PA14_11350",229,297314,297542
"905","PA14_11370",156,297543,297698
"906","PA14_11380",154,297699,297852
"907","PA14_11400",381,297853,298233
"908","PA14_11410",219,298234,298452
"909","PA14_11420",380,298453,298832
"910","PA14_11430",158,298833,298990
"911","PA14_11450",160,298991,299150
"912","PA14_11460",322,299151,299472
"913","PA14_11470",171,299473,299643
"914","PA14_11480",248,299644,299891
"915","PA14_11490",214,299892,300105
"916","PA14_11510",205,300106,300310
"917","PA14_11520",139,300311,300449
"918","PA14_11530",265,300450,300714
"919","PA14_11550",627,300715,301341
"920","PA14_11560",295,301342,301636
"921","PA14_11570",80,301637,301716
"922","PA14_11580",411,301717,302127
"923","PA14_11590",335,302128,302462
"924","PA14_11600",600,302463,303062
"925","PA14_11610",244,303063,303306
"926","PA14_11620",308,303307,303614
"927","PA14_11630",807,303615,304421
"928","PA14_11650",366,304422,304787
"929","PA14_11660",229,304788,305016
"930","PA14_11670",89,305017,305105
"931","PA14_11680",238,305106,305343
"932","PA14_11690",175,305344,305518
"933","PA14_11700",276,305519,305794
"934","PA14_11720",221,305795,306015
"935","PA14_11730",543,306016,306558
"936","PA14_11740",297,306559,306855
"937","PA14_11750",153,306856,307008
"938","PA14_11760",273,307009,307281
"939","PA14_11770",511,307282,307792
"940","PA14_11790",482,307793,308274
"941","PA14_11810",712,308275,308986
"942","PA14_11830",655,308987,309641
"943","PA14_11845",500,309642,310141
"944","PA14_11860",209,310142,310350
"945","PA14_11880",91,310351,310441
"946","PA14_11890",213,310442,310654
"947","PA14_11900",579,310655,311233
"948","PA14_11910",151,311234,311384
"949","PA14_11920",136,311385,311520
"950","PA14_11930",236,311521,311756
"951","PA14_11940",197,311757,311953
"952","PA14_11960",437,311954,312390
"953","PA14_11970",239,312391,312629
"954","PA14_11980",285,312630,312914
"955","PA14_11990",424,312915,313338
"956","PA14_12010",421,313339,313759
"957","PA14_12020",214,313760,313973
"958","PA14_12030",118,313974,314091
"959","PA14_12050",155,314092,314246
"960","PA14_12060",646,314247,314892
"961","PA14_12070",367,314893,315259
"962","PA14_12080",340,315260,315599
"963","PA14_12090",342,315600,315941
"964","PA14_12100",386,315942,316327
"965","PA14_12110",93,316328,316420
"966","PA14_12120",217,316421,316637
"967","PA14_12130",327,316638,316964
"968","PA14_12140",297,316965,317261
"969","PA14_12150",320,317262,317581
"970","PA14_12160",448,317582,318029
"971","PA14_12170",72,318030,318101
"972","PA14_12180",50,318102,318151
"973","PA14_12200",345,318152,318496
"974","PA14_12210",207,318497,318703
"975","PA14_12230",873,318704,319576
"976","PA14_12260",149,319577,319725
"977","PA14_12270",253,319726,319978
"978","PA14_12280",511,319979,320489
"979","PA14_12300",279,320490,320768
"980","PA14_12310",160,320769,320928
"981","PA14_12330",384,320929,321312
"982","PA14_12350",446,321313,321758
"983","PA14_12360",110,321759,321868
"984","PA14_12370",182,321869,322050
"985","PA14_12390",427,322051,322477
"986","PA14_12400",228,322478,322705
"987","PA14_12410",265,322706,322970
"988","PA14_12440",215,322971,323185
"989","PA14_12450",620,323186,323805
"990","PA14_12470",143,323806,323948
"991","PA14_12490",499,323949,324447
"992","PA14_12530",361,324448,324808
"993","PA14_12540",189,324809,324997
"994","PA14_12550",130,324998,325127
"995","PA14_12560",69,325128,325196
"996","PA14_12570",169,325197,325365
"997","PA14_12590",292,325366,325657
"998","PA14_12610",298,325658,325955
"999","PA14_12620",138,325956,326093
"1000","PA14_12630",871,326094,326964
"1001","PA14_12640",166,326965,327130
"1002","PA14_12650",262,327131,327392
"1003","PA14_12670",379,327393,327771
"1004","PA14_12680",278,327772,328049
"1005","PA14_12690",144,328050,328193
"1006","PA14_12700",218,328194,328411
"1007","PA14_12710",364,328412,328775
"1008","PA14_12730",193,328776,328968
"1009","PA14_12740",191,328969,329159
"1010","PA14_12750",167,329160,329326
"1011","PA14_12760",449,329327,329775
"1012","PA14_12770",391,329776,330166
"1013","PA14_12780",209,330167,330375
"1014","PA14_12810",392,330376,330767
"1015","PA14_12820",1212,330768,331979
"1016","PA14_12840",196,331980,332175
"1017","PA14_12850",192,332176,332367
"1018","PA14_12860",564,332368,332931
"1019","PA14_12870",300,332932,333231
"1020","PA14_12890",198,333232,333429
"1021","PA14_12900",93,333430,333522
"1022","PA14_12910",59,333523,333581
"1023","PA14_12920",344,333582,333925
"1024","PA14_12940",263,333926,334188
"1025","PA14_12960",272,334189,334460
"1026","PA14_12970",277,334461,334737
"1027","PA14_12980",678,334738,335415
"1028","PA14_12990",653,335416,336068
"1029","PA14_13000",324,336069,336392
"1030","PA14_13010",259,336393,336651
"1031","PA14_13030",488,336652,337139
"1032","PA14_13040",335,337140,337474
"1033","PA14_13050",56,337475,337530
"1034","PA14_13060",262,337531,337792
"1035","PA14_13070",393,337793,338185
"1036","PA14_13090",391,338186,338576
"1037","PA14_13110",560,338577,339136
"1038","PA14_13130",692,339137,339828
"1039","PA14_13140",455,339829,340283
"1040","PA14_13150",918,340284,341201
"1041","PA14_13170",792,341202,341993
"1042","PA14_13190",463,341994,342456
"1043","PA14_13200",258,342457,342714
"1044","PA14_13210",60,342715,342774
"1045","PA14_13220",142,342775,342916
"1046","PA14_13230",160,342917,343076
"1047","PA14_13240",83,343077,343159
"1048","PA14_13250",150,343160,343309
"1049","PA14_13260",185,343310,343494
"1050","PA14_13280",407,343495,343901
"1051","PA14_13290",331,343902,344232
"1052","PA14_13300",296,344233,344528
"1053","PA14_13320",171,344529,344699
"1054","PA14_13330",556,344700,345255
"1055","PA14_13340",780,345256,346035
"1056","PA14_13350",239,346036,346274
"1057","PA14_13360",261,346275,346535
"1058","PA14_13370",127,346536,346662
"1059","PA14_13380",175,346663,346837
"1060","PA14_13390",131,346838,346968
"1061","PA14_13410",527,346969,347495
"1062","PA14_13420",153,347496,347648
"1063","PA14_13430",842,347649,348490
"1064","PA14_13450",317,348491,348807
"1065","PA14_13460",169,348808,348976
"1066","PA14_13470",293,348977,349269
"1067","PA14_13490",300,349270,349569
"1068","PA14_13500",325,349570,349894
"1069","PA14_13510",317,349895,350211
"1070","PA14_13520",549,350212,350760
"1071","PA14_13530",805,350761,351565
"1072","PA14_13560",302,351566,351867
"1073","PA14_13580",387,351868,352254
"1074","PA14_13590",220,352255,352474
"1075","PA14_13600",311,352475,352785
"1076","PA14_13610",240,352786,353025
"1077","PA14_13620",465,353026,353490
"1078","PA14_13630",81,353491,353571
"1079","PA14_13650",299,353572,353870
"1080","PA14_13660",218,353871,354088
"1081","PA14_13670",128,354089,354216
"1082","PA14_13680",276,354217,354492
"1083","PA14_13690",249,354493,354741
"1084","PA14_13710",154,354742,354895
"1085","PA14_13720",131,354896,355026
"1086","PA14_13730",219,355027,355245
"1087","PA14_13740",622,355246,355867
"1088","PA14_13750",470,355868,356337
"1089","PA14_13770",468,356338,356805
"1090","PA14_13780",1261,356806,358066
"1091","PA14_13800",513,358067,358579
"1092","PA14_13810",246,358580,358825
"1093","PA14_13830",227,358826,359052
"1094","PA14_13840",272,359053,359324
"1095","PA14_13850",397,359325,359721
"1096","PA14_13860",63,359722,359784
"1097","PA14_13870",127,359785,359911
"1098","PA14_13880",31,359912,359942
"1099","PA14_13890",336,359943,360278
"1100","PA14_13920",52,360279,360330
"1101","PA14_13940",559,360331,360889
"1102","PA14_13950",112,360890,361001
"1103","PA14_13960",30,361002,361031
"1104","PA14_13970",87,361032,361118
"1105","PA14_13990",263,361119,361381
"1106","PA14_14000",210,361382,361591
"1107","PA14_14010",375,361592,361966
"1108","PA14_14020",319,361967,362285
"1109","PA14_14040",552,362286,362837
"1110","PA14_14060",632,362838,363469
"1111","PA14_14080",215,363470,363684
"1112","PA14_14100",341,363685,364025
"1113","PA14_14110",238,364026,364263
"1114","PA14_14130",160,364264,364423
"1115","PA14_14140",233,364424,364656
"1116","PA14_14150",104,364657,364760
"1117","PA14_14160",229,364761,364989
"1118","PA14_14170",336,364990,365325
"1119","PA14_14200",250,365326,365575
"1120","PA14_14210",348,365576,365923
"1121","PA14_14220",358,365924,366281
"1122","PA14_14230",451,366282,366732
"1123","PA14_14250",156,366733,366888
"1124","PA14_14270",180,366889,367068
"1125","PA14_14280",298,367069,367366
"1126","PA14_14290",203,367367,367569
"1127","PA14_14300",375,367570,367944
"1128","PA14_14310",100,367945,368044
"1129","PA14_14320",197,368045,368241
"1130","PA14_14330",116,368242,368357
"1131","PA14_14340",336,368358,368693
"1132","PA14_14360",631,368694,369324
"1133","PA14_14370",264,369325,369588
"1134","PA14_14380",296,369589,369884
"1135","PA14_14390",325,369885,370209
"1136","PA14_14400",46,370210,370255
"1137","PA14_14420",159,370256,370414
"1138","PA14_14430",126,370415,370540
"1139","PA14_14440",950,370541,371490
"1140","PA14_14450",122,371491,371612
"1141","PA14_14460",178,371613,371790
"1142","PA14_14470",495,371791,372285
"1143","PA14_14480",270,372286,372555
"1144","PA14_14490",344,372556,372899
"1145","PA14_14500",372,372900,373271
"1146","PA14_14510",355,373272,373626
"1147","PA14_14520",165,373627,373791
"1148","PA14_14530",523,373792,374314
"1149","PA14_14540",62,374315,374376
"1150","PA14_14550",135,374377,374511
"1151","PA14_14560",41,374512,374552
"1152","PA14_14590",347,374553,374899
"1153","PA14_14600",372,374900,375271
"1154","PA14_14610",112,375272,375383
"1155","PA14_14630",620,375384,376003
"1156","PA14_14650",306,376004,376309
"1157","PA14_14660",182,376310,376491
"1158","PA14_14680",282,376492,376773
"1159","PA14_14690",257,376774,377030
"1160","PA14_14700",258,377031,377288
"1161","PA14_14710",163,377289,377451
"1162","PA14_14730",404,377452,377855
"1163","PA14_14740",128,377856,377983
"1164","PA14_14750",107,377984,378090
"1165","PA14_14770",173,378091,378263
"1166","PA14_14780",619,378264,378882
"1167","PA14_14800",112,378883,378994
"1168","PA14_14810",66,378995,379060
"1169","PA14_14820",143,379061,379203
"1170","PA14_14830",379,379204,379582
"1171","PA14_14850",252,379583,379834
"1172","PA14_14860",349,379835,380183
"1173","PA14_14880",371,380184,380554
"1174","PA14_14890",429,380555,380983
"1175","PA14_14900",214,380984,381197
"1176","PA14_14910",440,381198,381637
"1177","PA14_14930",493,381638,382130
"1178","PA14_14940",382,382131,382512
"1179","PA14_14960",264,382513,382776
"1180","PA14_14975",195,382777,382971
"1181","PA14_14990",316,382972,383287
"1182","PA14_15000",151,383288,383438
"1183","PA14_15020",110,383439,383548
"1184","PA14_15030",592,383549,384140
"1185","PA14_15050",158,384141,384298
"1186","PA14_15070",761,384299,385059
"1187","PA14_15080",471,385060,385530
"1188","PA14_15090",131,385531,385661
"1189","PA14_15100",282,385662,385943
"1190","PA14_15110",129,385944,386072
"1191","PA14_15120",158,386073,386230
"1192","PA14_15130",190,386231,386420
"1193","PA14_15140",209,386421,386629
"1194","PA14_15150",365,386630,386994
"1195","PA14_15160",235,386995,387229
"1196","PA14_15180",426,387230,387655
"1197","PA14_15190",164,387656,387819
"1198","PA14_15200",346,387820,388165
"1199","PA14_15210",311,388166,388476
"1200","PA14_15230",459,388477,388935
"1201","PA14_15240",302,388936,389237
"1202","PA14_15250",260,389238,389497
"1203","PA14_15260",380,389498,389877
"1204","PA14_15270",385,389878,390262
"1205","PA14_15280",298,390263,390560
"1206","PA14_15290",325,390561,390885
"1207","PA14_15310",489,390886,391374
"1208","PA14_15340",525,391375,391899
"1209","PA14_15350",400,391900,392299
"1210","PA14_15360",326,392300,392625
"1211","PA14_15370",75,392626,392700
"1212","PA14_15380",292,392701,392992
"1213","PA14_15400",295,392993,393287
"1214","PA14_15430",186,393288,393473
"1215","PA14_15435",329,393474,393802
"1216","PA14_15445",78,393803,393880
"1217","PA14_15450",121,393881,394001
"1218","PA14_15460",580,394002,394581
"1219","PA14_15470",91,394582,394672
"1220","PA14_15475",116,394673,394788
"1221","PA14_15480",144,394789,394932
"1222","PA14_15490",58,394933,394990
"1223","PA14_15500",95,394991,395085
"1224","PA14_15510",123,395086,395208
"1225","PA14_15520",261,395209,395469
"1226","PA14_15530",91,395470,395560
"1227","PA14_15540",540,395561,396100
"1228","PA14_15560",102,396101,396202
"1229","PA14_15570",66,396203,396268
"1230","PA14_15580",926,396269,397194
"1231","PA14_15590",705,397195,397899
"1232","PA14_15600",394,397900,398293
